inst#,actual,predicted,error,prediction
6110,1:no,2:yes,+,0.509
6111,1:no,2:yes,+,0.606
6112,1:no,1:no,,0.796
6113,1:no,2:yes,+,0.544
6114,1:no,2:yes,+,0.527
6115,1:no,2:yes,+,0.502
6116,1:no,1:no,,0.513
6117,1:no,2:yes,+,0.593
6118,1:no,1:no,,0.811
6119,1:no,1:no,,0.714
6120,1:no,1:no,,0.713
6121,1:no,1:no,,0.737
6122,1:no,1:no,,0.609
6123,1:no,1:no,,0.601
6124,1:no,1:no,,0.747
6125,1:no,1:no,,0.618
6126,1:no,1:no,,0.603
6127,1:no,1:no,,0.755
6128,1:no,1:no,,0.615
6129,1:no,1:no,,0.558
6130,1:no,1:no,,0.755
6131,1:no,1:no,,0.622
6132,1:no,1:no,,0.567
6133,1:no,1:no,,0.755
6134,1:no,1:no,,0.646
6135,1:no,1:no,,0.576
6136,1:no,1:no,,0.755
6137,1:no,1:no,,0.655
6138,1:no,1:no,,0.58
6139,1:no,1:no,,0.686
6140,1:no,1:no,,0.656
6141,1:no,1:no,,0.579
6142,1:no,1:no,,0.699
6143,1:no,1:no,,0.69
6144,1:no,1:no,,0.623
6145,1:no,1:no,,0.636
6146,1:no,1:no,,0.714
6147,1:no,1:no,,0.649
6148,1:no,1:no,,0.637
6149,1:no,1:no,,0.736
6150,1:no,1:no,,0.715
6151,1:no,1:no,,0.654
6152,1:no,1:no,,0.757
6153,1:no,1:no,,0.733
6154,1:no,1:no,,0.654
6155,1:no,1:no,,0.757
6156,1:no,1:no,,0.733
6157,1:no,1:no,,0.623
6158,1:no,1:no,,0.7
6159,1:no,1:no,,0.709
6160,1:no,1:no,,0.653
6161,1:no,1:no,,0.747
6162,1:no,1:no,,0.73
6163,1:no,1:no,,0.618
6164,1:no,1:no,,0.689
6165,1:no,1:no,,0.706
6166,1:no,1:no,,0.653
6167,1:no,1:no,,0.748
6168,1:no,1:no,,0.733
6169,1:no,1:no,,0.645
6170,1:no,1:no,,0.724
6171,1:no,1:no,,0.73
6172,1:no,1:no,,0.682
6173,1:no,1:no,,0.781
6174,1:no,1:no,,0.755
6175,1:no,1:no,,0.648
6176,1:no,1:no,,0.731
6177,1:no,1:no,,0.736
6178,1:no,1:no,,0.683
6179,1:no,1:no,,0.787
6180,1:no,1:no,,0.761
6181,1:no,1:no,,0.695
6182,1:no,1:no,,0.787
6183,1:no,1:no,,0.761
6184,1:no,1:no,,0.684
6185,1:no,1:no,,0.795
6186,1:no,1:no,,0.769
6187,1:no,1:no,,0.657
6188,1:no,1:no,,0.762
6189,1:no,1:no,,0.765
6190,1:no,1:no,,0.685
6191,1:no,1:no,,0.799
6192,1:no,1:no,,0.773
6193,1:no,1:no,,0.658
6194,1:no,1:no,,0.765
6195,1:no,1:no,,0.768
6196,1:no,1:no,,0.685
6197,1:no,1:no,,0.799
6198,1:no,1:no,,0.773
6199,1:no,1:no,,0.658
6200,1:no,1:no,,0.765
6201,1:no,1:no,,0.768
6202,1:no,1:no,,0.685
6203,1:no,1:no,,0.799
6204,1:no,1:no,,0.773
6205,1:no,1:no,,0.651
6206,1:no,1:no,,0.752
6207,1:no,1:no,,0.756
6208,1:no,1:no,,0.685
6209,1:no,1:no,,0.799
6210,1:no,1:no,,0.773
6211,1:no,1:no,,0.651
6212,1:no,1:no,,0.752
6213,1:no,1:no,,0.756
6214,1:no,1:no,,0.685
6215,1:no,1:no,,0.799
6216,1:no,1:no,,0.773
6217,1:no,1:no,,0.651
6218,1:no,1:no,,0.752
6219,1:no,1:no,,0.756
6220,1:no,1:no,,0.685
6221,1:no,1:no,,0.799
6222,1:no,1:no,,0.773
6223,1:no,1:no,,0.651
6224,1:no,1:no,,0.752
6225,1:no,1:no,,0.756
6226,1:no,1:no,,0.685
6227,1:no,1:no,,0.799
6228,1:no,1:no,,0.773
6229,1:no,1:no,,0.686
6230,1:no,1:no,,0.799
6231,1:no,1:no,,0.773
6232,1:no,1:no,,0.685
6233,1:no,1:no,,0.799
6234,1:no,1:no,,0.773
6235,1:no,1:no,,0.672
6236,1:no,1:no,,0.805
6237,1:no,1:no,,0.791
6238,1:no,1:no,,0.685
6239,1:no,1:no,,0.799
6240,1:no,1:no,,0.773
6241,1:no,1:no,,0.719
6242,1:no,1:no,,0.838
6243,1:no,1:no,,0.831
6244,1:no,1:no,,0.685
6245,1:no,1:no,,0.799
6246,1:no,1:no,,0.773
6247,1:no,1:no,,0.642
6248,1:no,1:no,,0.701
6249,1:no,1:no,,0.71
6250,1:no,1:no,,0.799
6251,1:no,1:no,,0.569
6252,1:no,1:no,,0.719
6253,1:no,2:yes,+,0.648
6254,1:no,1:no,,0.795
6255,2:yes,2:yes,,0.718
6256,1:no,1:no,,0.792
6257,2:yes,2:yes,,0.718
6258,1:no,1:no,,0.862
6259,1:no,1:no,,0.555
6260,1:no,1:no,,0.853
6261,1:no,2:yes,+,0.509
6262,1:no,1:no,,0.851
6263,1:no,1:no,,0.52
6264,1:no,1:no,,0.856
6265,1:no,1:no,,0.524
6266,1:no,1:no,,0.855
6267,1:no,1:no,,0.594
6268,1:no,1:no,,0.854
6269,1:no,1:no,,0.512
6270,1:no,1:no,,0.855
6271,1:no,1:no,,0.518
6272,1:no,1:no,,0.863
6273,1:no,1:no,,0.534
6274,1:no,1:no,,0.869
6275,1:no,1:no,,0.554
6276,1:no,1:no,,0.876
6277,1:no,1:no,,0.622
6278,1:no,1:no,,0.878
6279,1:no,1:no,,0.515
6280,1:no,1:no,,0.883
6281,1:no,1:no,,0.537
6282,1:no,1:no,,0.898
6283,1:no,1:no,,0.697
6284,1:no,1:no,,0.911
6285,1:no,1:no,,0.643
6286,1:no,1:no,,0.914
6287,1:no,1:no,,0.64
6288,1:no,1:no,,0.914
6289,1:no,1:no,,0.651
6290,1:no,1:no,,0.915
6291,1:no,1:no,,0.687
6292,1:no,1:no,,0.914
6293,1:no,1:no,,0.651
6294,1:no,1:no,,0.916
6295,1:no,1:no,,0.654
6296,1:no,1:no,,0.793
6297,1:no,2:yes,+,0.503
6298,1:no,1:no,,0.566
6299,1:no,2:yes,+,0.504
6300,1:no,2:yes,+,0.517
6301,1:no,1:no,,0.552
6302,1:no,2:yes,+,0.568
6303,1:no,1:no,,0.572
6304,1:no,1:no,,0.618
6305,2:yes,2:yes,,0.753
6306,2:yes,2:yes,,0.69
6307,2:yes,2:yes,,0.751
6308,2:yes,2:yes,,0.739
6309,2:yes,2:yes,,0.666
6310,2:yes,2:yes,,0.796
6311,2:yes,2:yes,,0.739
6312,1:no,1:no,,0.719
6313,1:no,2:yes,+,0.628
6314,1:no,2:yes,+,0.501
6315,1:no,2:yes,+,0.628
6316,1:no,2:yes,+,0.651
6317,1:no,2:yes,+,0.546
6318,1:no,2:yes,+,0.652
6319,1:no,2:yes,+,0.569
6320,1:no,1:no,,0.706
6321,1:no,2:yes,+,0.683
6322,1:no,2:yes,+,0.675
6323,1:no,2:yes,+,0.67
6324,1:no,2:yes,+,0.706
6325,1:no,2:yes,+,0.692
6326,1:no,2:yes,+,0.719
6327,1:no,2:yes,+,0.627
6328,1:no,1:no,,0.703
6329,1:no,2:yes,+,0.65
6330,1:no,2:yes,+,0.647
6331,1:no,2:yes,+,0.638
6332,1:no,2:yes,+,0.673
6333,1:no,2:yes,+,0.659
6334,1:no,2:yes,+,0.692
6335,1:no,2:yes,+,0.605
6336,1:no,1:no,,0.707
6337,1:no,2:yes,+,0.6
6338,1:no,2:yes,+,0.534
6339,1:no,2:yes,+,0.595
6340,1:no,2:yes,+,0.629
6341,1:no,2:yes,+,0.564
6342,1:no,2:yes,+,0.647
6343,1:no,2:yes,+,0.555
6344,1:no,1:no,,0.737
6345,1:no,2:yes,+,0.56
6346,1:no,1:no,,0.551
6347,1:no,2:yes,+,0.563
6348,1:no,2:yes,+,0.593
6349,1:no,1:no,,0.503
6350,1:no,2:yes,+,0.623
6351,1:no,2:yes,+,0.522
6352,1:no,1:no,,0.721
6353,1:no,2:yes,+,0.579
6354,1:no,2:yes,+,0.604
6355,1:no,2:yes,+,0.569
6356,1:no,2:yes,+,0.604
6357,1:no,2:yes,+,0.593
6358,1:no,2:yes,+,0.641
6359,1:no,2:yes,+,0.526
6360,1:no,1:no,,0.726
6361,1:no,2:yes,+,0.587
6362,1:no,2:yes,+,0.602
6363,1:no,2:yes,+,0.58
6364,1:no,2:yes,+,0.619
6365,1:no,2:yes,+,0.616
6366,1:no,2:yes,+,0.641
6367,1:no,2:yes,+,0.552
6368,1:no,1:no,,0.788
6369,1:no,1:no,,0.51
6370,1:no,1:no,,0.578
6371,1:no,1:no,,0.507
6372,1:no,2:yes,+,0.529
6373,1:no,1:no,,0.551
6374,1:no,2:yes,+,0.564
6375,1:no,1:no,,0.56
6376,1:no,1:no,,0.762
6377,1:no,2:yes,+,0.504
6378,1:no,1:no,,0.522
6379,1:no,1:no,,0.508
6380,1:no,2:yes,+,0.531
6381,1:no,2:yes,+,0.511
6382,1:no,2:yes,+,0.58
6383,1:no,1:no,,0.542
6384,1:no,1:no,,0.763
6385,1:no,2:yes,+,0.514
6386,1:no,1:no,,0.525
6387,1:no,2:yes,+,0.505
6388,1:no,2:yes,+,0.545
6389,1:no,2:yes,+,0.504
6390,1:no,2:yes,+,0.581
6391,1:no,1:no,,0.517
6392,1:no,1:no,,0.751
6393,1:no,2:yes,+,0.517
6394,1:no,1:no,,0.514
6395,1:no,2:yes,+,0.503
6396,1:no,2:yes,+,0.547
6397,1:no,1:no,,0.506
6398,1:no,2:yes,+,0.594
6399,1:no,1:no,,0.535
6400,1:no,1:no,,0.739
6401,1:no,2:yes,+,0.539
6402,1:no,2:yes,+,0.558
6403,1:no,2:yes,+,0.525
6404,1:no,2:yes,+,0.568
6405,1:no,2:yes,+,0.558
6406,1:no,2:yes,+,0.622
6407,1:no,1:no,,0.521
6408,1:no,1:no,,0.782
6409,1:no,1:no,,0.511
6410,1:no,1:no,,0.587
6411,1:no,1:no,,0.509
6412,1:no,2:yes,+,0.526
6413,1:no,1:no,,0.55
6414,1:no,2:yes,+,0.566
6415,1:no,1:no,,0.556
6416,1:no,1:no,,0.672
6417,1:no,2:yes,+,0.534
6418,1:no,1:no,,0.503
6419,1:no,2:yes,+,0.52
6420,1:no,2:yes,+,0.562
6421,1:no,2:yes,+,0.51
6422,1:no,2:yes,+,0.616
6423,1:no,1:no,,0.522
6424,1:no,1:no,,0.716
6425,1:no,1:no,,0.525
6426,1:no,1:no,,0.562
6427,1:no,1:no,,0.536
6428,1:no,2:yes,+,0.501
6429,1:no,1:no,,0.504
6430,1:no,2:yes,+,0.559
6431,1:no,1:no,,0.57
6432,1:no,1:no,,0.73
6433,1:no,1:no,,0.534
6434,1:no,1:no,,0.506
6435,1:no,1:no,,0.545
6436,1:no,1:no,,0.504
6437,1:no,1:no,,0.509
6438,1:no,2:yes,+,0.549
6439,1:no,1:no,,0.574
6440,1:no,1:no,,0.73
6441,1:no,1:no,,0.54
6442,1:no,1:no,,0.52
6443,1:no,1:no,,0.551
6444,1:no,1:no,,0.509
6445,1:no,1:no,,0.515
6446,1:no,2:yes,+,0.544
6447,1:no,1:no,,0.574
6448,1:no,1:no,,0.735
6449,1:no,1:no,,0.54
6450,1:no,1:no,,0.52
6451,1:no,1:no,,0.551
6452,1:no,1:no,,0.509
6453,1:no,1:no,,0.515
6454,1:no,2:yes,+,0.544
6455,1:no,1:no,,0.574
6456,1:no,1:no,,0.888
6457,1:no,1:no,,0.67
6458,1:no,1:no,,0.694
6459,1:no,1:no,,0.682
6460,1:no,1:no,,0.664
6461,1:no,1:no,,0.687
6462,1:no,1:no,,0.55
6463,1:no,1:no,,0.683
6464,1:no,1:no,,0.888
6465,1:no,1:no,,0.675
6466,1:no,1:no,,0.699
6467,1:no,1:no,,0.687
6468,1:no,1:no,,0.669
6469,1:no,1:no,,0.692
6470,1:no,1:no,,0.551
6471,1:no,1:no,,0.683
6472,1:no,1:no,,0.879
6473,1:no,1:no,,0.681
6474,1:no,1:no,,0.695
6475,1:no,1:no,,0.695
6476,1:no,1:no,,0.677
6477,1:no,1:no,,0.689
6478,1:no,1:no,,0.553
6479,1:no,1:no,,0.663
6480,1:no,1:no,,0.914
6481,1:no,1:no,,0.717
6482,1:no,1:no,,0.677
6483,1:no,1:no,,0.718
6484,1:no,1:no,,0.707
6485,1:no,1:no,,0.708
6486,1:no,1:no,,0.585
6487,1:no,1:no,,0.717
6488,1:no,1:no,,0.879
6489,1:no,1:no,,0.681
6490,1:no,1:no,,0.695
6491,1:no,1:no,,0.695
6492,1:no,1:no,,0.677
6493,1:no,1:no,,0.689
6494,1:no,1:no,,0.553
6495,1:no,1:no,,0.663
6496,1:no,1:no,,0.914
6497,1:no,1:no,,0.676
6498,1:no,1:no,,0.677
6499,1:no,1:no,,0.682
6500,1:no,1:no,,0.659
6501,1:no,1:no,,0.656
6502,1:no,1:no,,0.598
6503,1:no,1:no,,0.689
6504,1:no,1:no,,0.888
6505,1:no,1:no,,0.696
6506,1:no,1:no,,0.729
6507,1:no,1:no,,0.707
6508,1:no,1:no,,0.686
6509,1:no,1:no,,0.712
6510,1:no,1:no,,0.593
6511,1:no,1:no,,0.697
6512,1:no,1:no,,0.926
6513,1:no,1:no,,0.706
6514,1:no,1:no,,0.756
6515,1:no,1:no,,0.714
6516,1:no,1:no,,0.715
6517,1:no,1:no,,0.716
6518,1:no,1:no,,0.589
6519,1:no,1:no,,0.685
6520,1:no,1:no,,0.793
6521,1:no,1:no,,0.581
6522,1:no,1:no,,0.588
6523,1:no,1:no,,0.609
6524,1:no,1:no,,0.542
6525,1:no,1:no,,0.608
6526,1:no,1:no,,0.509
6527,1:no,1:no,,0.628
6528,1:no,1:no,,0.765
6529,1:no,1:no,,0.659
6530,1:no,1:no,,0.629
6531,1:no,1:no,,0.66
6532,1:no,1:no,,0.649
6533,1:no,1:no,,0.65
6534,1:no,1:no,,0.58
6535,1:no,1:no,,0.695
6536,1:no,1:no,,0.846
6537,1:no,1:no,,0.674
6538,1:no,1:no,,0.668
6539,1:no,1:no,,0.668
6540,1:no,1:no,,0.653
6541,1:no,1:no,,0.649
6542,1:no,1:no,,0.601
6543,1:no,1:no,,0.703
6544,1:no,1:no,,0.806
6545,1:no,1:no,,0.737
6546,1:no,1:no,,0.775
6547,1:no,1:no,,0.853
6548,1:no,1:no,,0.724
6549,1:no,1:no,,0.76
6550,1:no,1:no,,0.827
6551,1:no,1:no,,0.613
6552,1:no,1:no,,0.614
6553,1:no,1:no,,0.856
6554,1:no,1:no,,0.724
6555,1:no,1:no,,0.732
6556,1:no,1:no,,0.867
6557,1:no,1:no,,0.73
6558,1:no,1:no,,0.739
6559,1:no,1:no,,0.876
6560,1:no,1:no,,0.742
6561,1:no,1:no,,0.766
6562,1:no,1:no,,0.873
6563,1:no,1:no,,0.745
6564,1:no,1:no,,0.767
6565,1:no,1:no,,0.841
6566,1:no,1:no,,0.628
6567,1:no,1:no,,0.63
6568,1:no,1:no,,0.894
6569,1:no,1:no,,0.764
6570,1:no,1:no,,0.769
6571,1:no,1:no,,0.9
6572,1:no,1:no,,0.776
6573,1:no,1:no,,0.781
6574,1:no,1:no,,0.898
6575,1:no,1:no,,0.793
6576,1:no,1:no,,0.802
6577,1:no,1:no,,0.894
6578,1:no,1:no,,0.793
6579,1:no,1:no,,0.799
6580,1:no,1:no,,0.888
6581,1:no,1:no,,0.76
6582,1:no,1:no,,0.762
6583,1:no,1:no,,0.911
6584,1:no,1:no,,0.783
6585,1:no,1:no,,0.796
6586,1:no,1:no,,0.911
6587,1:no,1:no,,0.782
6588,1:no,1:no,,0.795
6589,1:no,1:no,,0.902
6590,1:no,1:no,,0.802
6591,1:no,1:no,,0.811
6592,1:no,1:no,,0.893
6593,1:no,1:no,,0.786
6594,1:no,1:no,,0.793
6595,1:no,1:no,,0.9
6596,1:no,1:no,,0.798
6597,1:no,1:no,,0.799
6598,1:no,1:no,,0.917
6599,1:no,1:no,,0.811
6600,1:no,1:no,,0.816
6601,1:no,1:no,,0.917
6602,1:no,1:no,,0.823
6603,1:no,1:no,,0.825
6604,1:no,1:no,,0.793
6605,1:no,1:no,,0.688
6606,1:no,1:no,,0.726
6607,1:no,1:no,,0.738
6608,1:no,1:no,,0.75
6609,1:no,1:no,,0.795
6610,1:no,1:no,,0.796
6611,1:no,1:no,,0.798
6612,1:no,1:no,,0.792
6613,1:no,1:no,,0.669
6614,1:no,1:no,,0.708
6615,1:no,1:no,,0.605
6616,1:no,1:no,,0.61
6617,1:no,1:no,,0.68
6618,1:no,1:no,,0.681
6619,1:no,1:no,,0.779
6620,1:no,1:no,,0.817
6621,1:no,1:no,,0.75
6622,1:no,1:no,,0.705
6623,1:no,1:no,,0.686
6624,1:no,1:no,,0.614
6625,1:no,1:no,,0.683
6626,1:no,1:no,,0.664
6627,1:no,1:no,,0.791
6628,1:no,1:no,,0.732
6629,1:no,1:no,,0.65
6630,1:no,1:no,,0.597
6631,1:no,1:no,,0.601
6632,1:no,1:no,,0.54
6633,1:no,1:no,,0.584
6634,1:no,1:no,,0.548
6635,1:no,1:no,,0.675
6636,1:no,1:no,,0.73
6637,2:yes,2:yes,,0.72
6638,2:yes,2:yes,,0.717
6639,2:yes,2:yes,,0.746
6640,2:yes,2:yes,,0.751
6641,2:yes,2:yes,,0.766
6642,2:yes,2:yes,,0.763
6643,2:yes,2:yes,,0.562
6644,1:no,1:no,,0.729
6645,2:yes,2:yes,,0.649
6646,2:yes,2:yes,,0.726
6647,2:yes,2:yes,,0.665
6648,2:yes,2:yes,,0.743
6649,2:yes,2:yes,,0.696
6650,2:yes,2:yes,,0.752
6651,1:no,1:no,,0.535
6652,1:no,1:no,,0.876
6653,1:no,1:no,,0.747
6654,1:no,1:no,,0.662
6655,1:no,1:no,,0.688
6656,1:no,1:no,,0.593
6657,1:no,1:no,,0.652
6658,1:no,1:no,,0.59
6659,1:no,1:no,,0.799
6660,1:no,1:no,,0.873
6661,1:no,1:no,,0.829
6662,1:no,1:no,,0.747
6663,1:no,1:no,,0.757
6664,1:no,1:no,,0.675
6665,1:no,1:no,,0.73
6666,1:no,1:no,,0.684
6667,1:no,1:no,,0.84
6668,1:no,1:no,,0.892
6669,1:no,1:no,,0.679
6670,1:no,1:no,,0.635
6671,1:no,1:no,,0.603
6672,1:no,1:no,,0.563
6673,1:no,1:no,,0.617
6674,1:no,1:no,,0.6
6675,1:no,1:no,,0.778
6676,1:no,1:no,,0.892
6677,1:no,1:no,,0.66
6678,1:no,1:no,,0.629
6679,1:no,1:no,,0.627
6680,1:no,1:no,,0.551
6681,1:no,1:no,,0.578
6682,1:no,1:no,,0.58
6683,1:no,1:no,,0.829
6684,1:no,1:no,,0.898
6685,1:no,1:no,,0.809
6686,1:no,1:no,,0.694
6687,1:no,1:no,,0.725
6688,1:no,1:no,,0.612
6689,1:no,1:no,,0.718
6690,1:no,1:no,,0.623
6691,1:no,1:no,,0.835
6692,1:no,1:no,,0.921
6693,1:no,1:no,,0.862
6694,1:no,1:no,,0.824
6695,1:no,1:no,,0.791
6696,1:no,1:no,,0.748
6697,1:no,1:no,,0.775
6698,1:no,1:no,,0.75
6699,1:no,1:no,,0.914
6700,1:no,1:no,,0.909
6701,1:no,1:no,,0.748
6702,1:no,1:no,,0.752
6703,1:no,1:no,,0.673
6704,1:no,1:no,,0.682
6705,1:no,1:no,,0.687
6706,1:no,1:no,,0.686
6707,1:no,1:no,,0.848
6708,1:no,1:no,,0.909
6709,1:no,1:no,,0.794
6710,1:no,1:no,,0.751
6711,1:no,1:no,,0.72
6712,1:no,1:no,,0.682
6713,1:no,1:no,,0.686
6714,1:no,1:no,,0.682
6715,1:no,1:no,,0.877
6716,1:no,1:no,,0.905
6717,1:no,1:no,,0.752
6718,1:no,1:no,,0.747
6719,1:no,1:no,,0.678
6720,1:no,1:no,,0.68
6721,1:no,1:no,,0.686
6722,1:no,1:no,,0.68
6723,1:no,1:no,,0.874
6724,1:no,1:no,,0.902
6725,1:no,1:no,,0.828
6726,1:no,1:no,,0.695
6727,1:no,1:no,,0.74
6728,1:no,1:no,,0.604
6729,1:no,1:no,,0.732
6730,1:no,1:no,,0.632
6731,1:no,1:no,,0.837
6732,1:no,1:no,,0.898
6733,1:no,1:no,,0.859
6734,1:no,1:no,,0.753
6735,1:no,1:no,,0.775
6736,1:no,1:no,,0.678
6737,1:no,1:no,,0.768
6738,1:no,1:no,,0.695
6739,1:no,1:no,,0.872
6740,1:no,1:no,,0.915
6741,1:no,1:no,,0.784
6742,1:no,1:no,,0.699
6743,1:no,1:no,,0.694
6744,1:no,1:no,,0.625
6745,1:no,1:no,,0.73
6746,1:no,1:no,,0.613
6747,1:no,1:no,,0.864
6748,1:no,1:no,,0.894
6749,1:no,1:no,,0.733
6750,1:no,1:no,,0.676
6751,1:no,1:no,,0.646
6752,1:no,1:no,,0.603
6753,1:no,1:no,,0.648
6754,1:no,1:no,,0.568
6755,1:no,1:no,,0.824
6756,1:no,1:no,,0.911
6757,1:no,1:no,,0.84
6758,1:no,1:no,,0.723
6759,1:no,1:no,,0.746
6760,1:no,1:no,,0.63
6761,1:no,1:no,,0.738
6762,1:no,1:no,,0.663
6763,1:no,1:no,,0.856
6764,1:no,1:no,,0.91
6765,1:no,1:no,,0.876
6766,1:no,1:no,,0.781
6767,1:no,1:no,,0.788
6768,1:no,1:no,,0.703
6769,1:no,1:no,,0.775
6770,1:no,1:no,,0.716
6771,1:no,1:no,,0.886
6772,1:no,1:no,,0.916
6773,1:no,1:no,,0.769
6774,1:no,1:no,,0.73
6775,1:no,1:no,,0.675
6776,1:no,1:no,,0.61
6777,1:no,1:no,,0.717
6778,1:no,1:no,,0.646
6779,1:no,1:no,,0.865
6780,1:no,1:no,,0.889
6781,1:no,1:no,,0.738
6782,1:no,1:no,,0.696
6783,1:no,1:no,,0.651
6784,1:no,1:no,,0.577
6785,1:no,1:no,,0.647
6786,1:no,1:no,,0.582
6787,1:no,1:no,,0.825
6788,1:no,1:no,,0.913
6789,1:no,1:no,,0.844
6790,1:no,1:no,,0.733
6791,1:no,1:no,,0.749
6792,1:no,1:no,,0.634
6793,1:no,1:no,,0.741
6794,1:no,1:no,,0.667
6795,1:no,1:no,,0.863
6796,1:no,1:no,,0.889
6797,1:no,1:no,,0.836
6798,1:no,1:no,,0.924
6799,1:no,1:no,,0.881
6800,1:no,1:no,,0.793
6801,1:no,1:no,,0.703
6802,1:no,1:no,,0.757
6803,1:no,1:no,,0.759
6804,2:yes,1:no,+,0.515
6805,2:yes,1:no,+,0.552
6806,1:no,1:no,,0.857
6807,1:no,1:no,,0.764
6808,1:no,1:no,,0.84
6809,1:no,1:no,,0.645
6810,1:no,1:no,,0.682
6811,1:no,1:no,,0.833
6812,1:no,1:no,,0.698
6813,1:no,1:no,,0.739
6814,1:no,1:no,,0.838
6815,1:no,1:no,,0.545
6816,1:no,2:yes,+,0.541
6817,1:no,1:no,,0.836
6818,1:no,1:no,,0.61
6819,1:no,2:yes,+,0.538
6820,1:no,1:no,,0.846
6821,1:no,1:no,,0.612
6822,1:no,2:yes,+,0.538
6823,1:no,1:no,,0.848
6824,1:no,1:no,,0.627
6825,1:no,1:no,,0.502
6826,1:no,1:no,,0.866
6827,1:no,1:no,,0.645
6828,1:no,1:no,,0.685
6829,1:no,1:no,,0.888
6830,1:no,1:no,,0.738
6831,1:no,1:no,,0.749
6832,1:no,1:no,,0.893
6833,1:no,1:no,,0.809
6834,1:no,1:no,,0.83
6835,1:no,1:no,,0.896
6836,1:no,1:no,,0.718
6837,1:no,1:no,,0.763
6838,1:no,1:no,,0.896
6839,1:no,1:no,,0.718
6840,1:no,1:no,,0.759
6841,1:no,1:no,,0.892
6842,1:no,1:no,,0.696
6843,1:no,1:no,,0.674
6844,1:no,1:no,,0.892
6845,1:no,1:no,,0.739
6846,1:no,1:no,,0.749
6847,1:no,1:no,,0.864
6848,1:no,1:no,,0.712
6849,1:no,1:no,,0.685
6850,1:no,1:no,,0.905
6851,1:no,1:no,,0.741
6852,1:no,1:no,,0.724
6853,1:no,1:no,,0.921
6854,1:no,1:no,,0.766
6855,1:no,1:no,,0.754
6856,1:no,1:no,,0.909
6857,1:no,1:no,,0.755
6858,1:no,1:no,,0.736
6859,1:no,1:no,,0.902
6860,1:no,1:no,,0.774
6861,1:no,1:no,,0.777
6862,1:no,1:no,,0.891
6863,1:no,1:no,,0.689
6864,1:no,1:no,,0.651
6865,1:no,1:no,,0.904
6866,1:no,1:no,,0.776
6867,1:no,1:no,,0.787
6868,1:no,1:no,,0.877
6869,1:no,1:no,,0.733
6870,1:no,1:no,,0.719
6871,1:no,1:no,,0.888
6872,1:no,1:no,,0.752
6873,1:no,1:no,,0.748
6874,1:no,1:no,,0.905
6875,1:no,1:no,,0.778
6876,1:no,1:no,,0.792
6877,1:no,1:no,,0.91
6878,1:no,1:no,,0.801
6879,1:no,1:no,,0.834
6880,1:no,1:no,,0.905
6881,1:no,1:no,,0.778
6882,1:no,1:no,,0.792
6883,1:no,1:no,,0.924
6884,1:no,1:no,,0.841
6885,1:no,1:no,,0.793
6886,1:no,1:no,,0.658
6887,1:no,1:no,,0.836
6888,1:no,1:no,,0.685
6889,1:no,1:no,,0.851
6890,1:no,1:no,,0.547
6891,1:no,1:no,,0.824
6892,1:no,1:no,,0.858
6893,1:no,1:no,,0.594
6894,1:no,1:no,,0.729
6895,1:no,1:no,,0.501
6896,1:no,1:no,,0.701
6897,2:yes,2:yes,,0.811
6898,1:no,1:no,,0.71
6899,2:yes,2:yes,,0.777
6900,1:no,1:no,,0.873
6901,1:no,1:no,,0.621
6902,1:no,1:no,,0.88
6903,1:no,1:no,,0.675
6904,1:no,1:no,,0.868
6905,1:no,1:no,,0.527
6906,1:no,1:no,,0.869
6907,1:no,1:no,,0.536
6908,1:no,1:no,,0.892
6909,1:no,1:no,,0.665
6910,1:no,1:no,,0.781
6911,1:no,1:no,,0.617
6912,1:no,1:no,,0.772
6913,1:no,2:yes,+,0.526
6914,1:no,1:no,,0.784
6915,1:no,2:yes,+,0.512
6916,1:no,1:no,,0.777
6917,1:no,1:no,,0.533
6918,1:no,1:no,,0.787
6919,1:no,1:no,,0.564
6920,1:no,1:no,,0.783
6921,1:no,1:no,,0.566
6922,1:no,1:no,,0.784
6923,1:no,1:no,,0.572
6924,1:no,1:no,,0.784
6925,1:no,1:no,,0.572
6926,1:no,1:no,,0.794
6927,1:no,1:no,,0.593
6928,1:no,1:no,,0.791
6929,1:no,1:no,,0.579
6930,1:no,1:no,,0.796
6931,1:no,1:no,,0.599
6932,1:no,1:no,,0.905
6933,1:no,1:no,,0.692
6934,1:no,1:no,,0.89
6935,1:no,1:no,,0.756
6936,1:no,1:no,,0.905
6937,1:no,1:no,,0.674
6938,1:no,1:no,,0.905
6939,1:no,1:no,,0.65
6940,1:no,1:no,,0.901
6941,1:no,1:no,,0.62
6942,1:no,1:no,,0.905
6943,1:no,1:no,,0.692
6944,1:no,1:no,,0.902
6945,1:no,1:no,,0.789
6946,1:no,1:no,,0.843
6947,1:no,1:no,,0.633
6948,1:no,1:no,,0.843
6949,1:no,1:no,,0.662
6950,1:no,1:no,,0.843
6951,1:no,1:no,,0.662
6952,1:no,1:no,,0.843
6953,1:no,1:no,,0.662
6954,1:no,1:no,,0.843
6955,1:no,1:no,,0.662
6956,1:no,1:no,,0.806
6957,1:no,1:no,,0.582
6958,1:no,1:no,,0.71
6959,1:no,2:yes,+,0.519
6960,1:no,1:no,,0.74
6961,1:no,2:yes,+,0.539
6962,1:no,1:no,,0.562
6963,1:no,1:no,,0.738
6964,1:no,1:no,,0.735
6965,1:no,1:no,,0.732
6966,1:no,1:no,,0.732
6967,1:no,1:no,,0.736
